unique_code,vm_number,sp_code,collection,basis_of_record,collector,country,state_prov,locality,coords_unc,Year,month,day,order,family,genus,species,taxon_name,common_nam,red_data_s,url,decimallat,decimallon
79393,115254,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115254,-33.8,18.36
79394,115255,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115255,-33.8,18.36
79395,115256,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115256,-33.8,18.36
79396,115257,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115257,-33.8,18.36
79397,115258,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115258,-33.8,18.36
79398,115259,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115259,-33.8,18.36
79399,115260,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115260,-33.8,18.36
79400,115261,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115261,-33.8,18.36
79401,115262,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115262,-33.8,18.36
79402,115263,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115263,-33.8,18.36
79403,115264,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115264,-33.8,18.36
79404,115265,550,CAPENATURE,voucher,GR McLachlan U van den Heever,South Africa,Western Cape,Robben Island.,"degree, minute and integer second",NA,NA,NA,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115265,-33.8,18.36
79405,99807,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Bestuis, Stellenbosch District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99807,-33.79777778,18.83694444
79406,115221,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Bestuis,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115221,-33.79777778,18.83694444
79407,52062,550,PEM,Voucher,G. V. Haagner,South Africa,Western Cape,"Perdebont stream, South boundary of Gamka Mountain Reserve","degree, minute and integer second",1992,11,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52062,-33.79083333,21.89333333
79408,52063,550,PEM,Voucher,W. R. Branch,South Africa,Western Cape,"Perdebont stream, South boundary of Gamka Mountain Reserve","degree, minute and integer second",1992,11,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52063,-33.79083333,21.89333333
79409,52064,550,PEM,Voucher,W. R. Branch,South Africa,Western Cape,"Perdebont stream, South boundary of Gamka Mountain Reserve","degree, minute and integer second",1992,11,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52064,-33.79083333,21.89333333
79410,115119,550,CAPENATURE,voucher,G. V. Haagner,South Africa,Western Cape,Perdebont stream  South boundary of Gamka Mountain Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115119,-33.79083333,21.89333333
79411,115120,550,CAPENATURE,voucher,Branch W.R.,South Africa,Western Cape,Perdebont stream  South boundary of Gamka Mountain Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115120,-33.79083333,21.89333333
79412,115156,550,CAPENATURE,voucher,Branch W.R.,South Africa,Western Cape,Perdebont stream  South boundary of Gamka Mountain Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115156,-33.79083333,21.89333333
79413,52059,550,PEM,Voucher,W. R. Branch,South Africa,Western Cape,Farm Uitspan,"degree, minute and integer second",1992,11,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52059,-33.79055556,21.72305556
79414,52060,550,PEM,Voucher,W. R. Branch,South Africa,Western Cape,Farm Uitspan,"degree, minute and integer second",1992,11,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52060,-33.79055556,21.72305556
79415,115121,550,CAPENATURE,voucher,Branch W.R.,South Africa,Western Cape,Farm Uitspan,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115121,-33.79055556,21.72305556
79416,115122,550,CAPENATURE,voucher,Branch W.R.,South Africa,Western Cape,Farm Uitspan,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115122,-33.79055556,21.72305556
79417,115383,550,CAPENATURE,sight,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115383,-33.78972222,22.11472222
79418,115384,550,CAPENATURE,sight,Le Roux E,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115384,-33.78944444,22.11472222
79419,115386,550,CAPENATURE,photo,Le Roux E,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115386,-33.78944444,22.11444444
79420,115405,550,CAPENATURE,photo,Le Roux E,South Africa,Western Cape,D 12 New road,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115405,-33.78916667,22.09972222
79421,115408,550,CAPENATURE,photo,Le Roux E,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115408,-33.78916667,22.1
79422,115387,550,CAPENATURE,photo,Davies S,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115387,-33.78888889,22.11444444
79423,115412,550,CAPENATURE,sight,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115412,-33.78861111,22.11333333
79424,115392,550,CAPENATURE,sight,Davies S,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115392,-33.78833333,22.11333333
79425,115389,550,CAPENATURE,sight,Davies S,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115389,-33.78805556,22.11277778
79426,115402,550,CAPENATURE,sight,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115402,-33.78805556,22.11277778
79427,115410,550,CAPENATURE,sight,Davies S,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115410,-33.78805556,22.11277778
79428,115398,550,CAPENATURE,sight,James JD,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115398,-33.78777778,22.09722222
79429,115417,550,CAPENATURE,photo,Holder D,South Africa,Western Cape,Klein Moeras River Spruiten 218,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115417,-33.78777778,22.09611111
79430,115381,550,CAPENATURE,sight,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115381,-33.7875,22.11527778
79431,115388,550,CAPENATURE,photo,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115388,-33.7875,22.11527778
79432,115390,550,CAPENATURE,photo,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115390,-33.78722222,22.09972222
79433,115391,550,CAPENATURE,sight,Holder D,South Africa,Western Cape,D 12,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115391,-33.78722222,22.09972222
79434,4867,550,ReptileMAP-VM,VMUS,Rebelo A.,South Africa,Western Cape,Agtertafelberg; Sir Lowries Pass,0-250 m,2007,12,15,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-4867,-33.78638889,19.1575
79435,99793,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Hoogkraal,"degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99793,-33.78583333,18.57694444
79436,99794,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Hoogkraal,"degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99794,-33.78583333,18.57694444
79437,115212,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Hoogkraal,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115212,-33.78583333,18.57694444
79438,115213,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Hoogkraal,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115213,-33.78583333,18.57694444
79439,52061,550,PEM,Voucher,W R Branch,South Africa,Western Cape,"3,3km southeast of Groot River","degree, minute and integer second",1991,10,19,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52061,-33.78333333,21.53333333
79440,115153,550,CAPENATURE,voucher,W R Branch,South Africa,Western Cape,"3,3km SE Groot Rivier","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115153,-33.78333333,21.53333333
79441,70,550,ReptileMAP-VM,VMUS,Nienaber J.H.,South Africa,Western Cape,Paarl,0-250 m,2005,7,10,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-70,-33.77805556,18.93944444
79442,99808,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Wolfieskop,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99808,-33.77638889,18.85861111
79443,115302,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Wolfieskop,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115302,-33.77638889,18.85861111
79444,4303,550,ReptileMAP-VM,VMUS,Dorse C. & van Rooyen S.,South Africa,Western Cape,Warmwaterberg; Barrydale,NA,2007,0,8,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-4303,-33.77436111,20.88941667
79445,3881,550,ReptileMAP-VM,VMUS,Witberg M. (CN/HNCO),South Africa,Western Cape,Briers Louw NR,0-250 m,2007,10,11,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-3881,-33.76555556,18.83555556
79446,3878,550,ReptileMAP-VM,VMUS,Witberg M. (CN/HNCO),South Africa,Western Cape,Briers Louw NR,NA,2007,0,11,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-3878,-33.76444444,18.83222222
79447,3879,550,ReptileMAP-VM,VMUS,Witberg M. (CN/HNCO),South Africa,Western Cape,Briers Louw NR,NA,2007,0,11,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-3879,-33.76444444,18.83222222
79448,99795,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Rondebossieberg,"degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99795,-33.76388889,18.66666667
79449,99796,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Rondebossieberg,"degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99796,-33.76388889,18.66666667
79450,115208,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Rondebossieberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115208,-33.76388889,18.66666667
79451,115288,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Rondebossieberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115288,-33.76388889,18.66666667
79452,389,550,ReptileMAP-VM,VMUS,Vermeulen I.,South Africa,Western Cape,Blaauwberg Conservation Area; S pedicle of Blaauwberg Hill; Western Cape.,0-250 m,2005,9,2,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-389,-33.76194444,18.46833333
79453,2652,550,ReptileMAP-VM,VMUS,Rebelo A.,South Africa,Western Cape,Blouberg koppie; Melkbosstrand; Bloubergsvlei side,0-250 m,2006,9,16,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-2652,-33.75833333,18.46666667
79454,5471,550,ReptileMAP-VM,VMUS,Rebelo A.,South Africa,Western Cape,Paarl; Fisantekraal,0-250 m,2008,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-5471,-33.7575,19.14472222
79455,154550,550,ReptileMAP-VM,VMUS,Bester Paul,South Africa,Western Cape,Paarlberg Nature Reserve,Google Map zoom-level: 16,2015,7,19,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-154550,-33.7496348,18.94114852
79456,99801,550,JEM,voucher,"leF Mouton, D Mostert, E Baard",South Africa,Western Cape,"Blouberg, Melkbosstrand District","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99801,-33.74916667,18.46305556
79457,115300,550,CAPENATURE,voucher,"leF Mouton, Mostert, Baard",South Africa,Western Cape,Blouberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115300,-33.74916667,18.46305556
